genes,gene_short_name,GC_content,Gene_type,Transcript_name
CRCP,CRCP,45,protein_coding,CRCP-202
CREB1,CREB1,37.44,protein_coding,CREB1-205
CREB3,CREB3,48.05,protein_coding,CREB3-201
CREB3L1,CREB3L1,52.83,protein_coding,CREB3L1-206
CREB3L2,CREB3L2,43.66,protein_coding,CREB3L2-201
CREB3L4,CREB3L4,52.02,protein_coding,CREB3L4-211
CREB5,CREB5,40.7,protein_coding,CREB5-203
CREBBP,CREBBP,45.01,protein_coding,CREBBP-201
CREBRF,CREBRF,41.07,protein_coding,CREBRF-205
CREBZF,CREBZF,40.72,protein_coding,CREBZF-202
CREG1,CREG1,44.5,protein_coding,CREG1-202
CREG2,CREG2,44.91,protein_coding,CREG2-201
CRELD2,CRELD2,59.36,protein_coding,CRELD2-206
CREM,CREM,39.22,protein_coding,CREM-229
CRIM1,CRIM1,74.36,protein_coding,CRIM1-210
CRIP2,CRIP2,69.57,protein_coding,CRIP2-202
CRIPT,CRIPT,39.04,protein_coding,CRIPT-202
CRISPLD2,CRISPLD2,50.35,protein_coding,CRISPLD2-201
CRK,CRK,49.13,protein_coding,CRK-202
CRKL,CRKL,45.77,protein_coding,CRKL-201
CRLF3,CRLF3,42.4,protein_coding,CRLF3-206
CRLS1,CRLS1,39.36,protein_coding,CRLS1-201
CRNKL1,CRNKL1,39.08,protein_coding,CRNKL1-201
CROT,CROT,37.43,protein_coding,CROT-203
CRPPA,CRPPA,36.67,protein_coding,CRPPA-202
CRTAP,CRTAP,44.28,protein_coding,CRTAP-201
CRTC2,CRTC2,53.18,protein_coding,CRTC2-201
CRTC3,CRTC3,44.02,protein_coding,CRTC3-202
CRX,CRX,49.03,protein_coding,CRX-204
CRY1,CRY1,37.55,protein_coding,CRY1-201
CRYBG1,CRYBG1,40.13,protein_coding,CRYBG1-204
CRYZL1,CRYZL1,41.59,protein_coding,CRYZL1-204
CS,CS,46.15,protein_coding,CS-215
CSAD,CSAD,47.44,protein_coding,CSAD-201
CSDE1,CSDE1,38.28,protein_coding,CSDE1-202
CSE1L,CSE1L,41.33,protein_coding,CSE1L-201
CSF1R,CSF1R,48.1,protein_coding,CSF1R-203
CSF2RA,CSF2RA,50.88,protein_coding,CSF2RA-206
CSF3R,CSF3R,53.16,protein_coding,CSF3R-205
CSKMT,CSKMT,52.54,protein_coding,CSKMT-201
CSMD3,CSMD3,33.74,protein_coding,CSMD3-203
CSNK1A1,CSNK1A1,39.26,protein_coding,CSNK1A1-201
CSNK1D,CSNK1D,55.31,protein_coding,CSNK1D-224
CSNK1E,CSNK1E,55.79,protein_coding,CSNK1E-201
CSNK1G1,CSNK1G1,40.27,protein_coding,CSNK1G1-201
CSNK1G2,CSNK1G2,61.02,protein_coding,CSNK1G2-201
CSNK2A1,CSNK2A1,41.35,protein_coding,CSNK2A1-243
CSNK2A2,CSNK2A2,41.51,protein_coding,CSNK2A2-205
CSNK2B,CSNK2B,52.84,protein_coding,CSNK2B-257
CSPP1,CSPP1,38.01,protein_coding,CSPP1-207
CSRNP1,CSRNP1,55.85,protein_coding,CSRNP1-201
CSRP1,CSRP1,50.68,protein_coding,CSRP1-202
CSRP2,CSRP2,42.35,protein_coding,CSRP2-201
CST3,CST3,51.65,protein_coding,CST3-203
CSTB,CSTB,54.21,protein_coding,CSTB-203
CSTF1,CSTF1,41.14,protein_coding,CSTF1-207
CSTF3,CSTF3,37.22,protein_coding,CSTF3-208
CTBP1,CTBP1,60.99,protein_coding,CTBP1-203
CTBP2,CTBP2,50.11,protein_coding,CTBP2-203
CTBS,CTBS,36.59,protein_coding,CTBS-202
CTC1,CTC1,48.86,protein_coding,CTC1-214
CTCF,CTCF,45.31,protein_coding,CTCF-201
CTCFL,CTCFL,45.43,protein_coding,CTCFL-205
CTDNEP1,CTDNEP1,52.53,protein_coding,CTDNEP1-210
CTDSP2,CTDSP2,51.21,protein_coding,CTDSP2-201
CTDSPL,CTDSPL,42.32,protein_coding,CTDSPL-206
CTDSPL2,CTDSPL2,40.01,protein_coding,CTDSPL2-201
CTH,CTH,39.51,protein_coding,CTH-204
CTIF,CTIF,50.34,protein_coding,CTIF-201
CTNNA1,CTNNA1,44.15,protein_coding,CTNNA1-206
CTNNB1,CTNNB1,39.9,protein_coding,CTNNB1-226
CTNNBL1,CTNNBL1,42.04,protein_coding,CTNNBL1-201
CTNND1,CTNND1,42.81,protein_coding,CTNND1-210
CTPS1,CTPS1,45.01,protein_coding,CTPS1-208
CTPS2,CTPS2,43.51,protein_coding,CTPS2-201
CTR9,CTR9,40.97,protein_coding,CTR9-201
CTRC,CTRC,51.84,protein_coding,CTRC-202
CTSA,CTSA,56.04,protein_coding,CTSA-214
CTSB,CTSB,52.13,protein_coding,CTSB-211
CTSC,CTSC,38.58,protein_coding,CTSC-201
CTSD,CTSD,64.73,protein_coding,CTSD-201
CTSH,CTSH,52.42,protein_coding,CTSH-201
CTSL,CTSL,44.58,protein_coding,CTSL-203
CTSS,CTSS,39.39,protein_coding,CTSS-201
CTSV,CTSV,44.68,protein_coding,CTSV-201
CTSW,CTSW,59.05,protein_coding,CTSW-201
CTTN,CTTN,52.81,protein_coding,CTTN-202
CTTNBP2NL,CTTNBP2NL,39.6,protein_coding,CTTNBP2NL-201
CUEDC2,CUEDC2,52.83,protein_coding,CUEDC2-202
CUL1,CUL1,41.21,protein_coding,CUL1-202
CUL2,CUL2,39.72,protein_coding,CUL2-201
CUL3,CUL3,37.23,protein_coding,CUL3-201
CUL4A,CUL4A,45.97,protein_coding,CUL4A-212
CUL4B,CUL4B,39.25,protein_coding,CUL4B-202
CUL5,CUL5,39.36,protein_coding,CUL5-201
CUTA,CUTA,54.9,protein_coding,CUTA-223
CUX1,CUX1,48.61,protein_coding,CUX1-206
CWC15,CWC15,37.35,protein_coding,CWC15-201
CWC22,CWC22,35.05,protein_coding,CWC22-202
CWC25,CWC25,47.69,protein_coding,CWC25-202
CWC27,CWC27,35.58,protein_coding,CWC27-201
CWF19L1,CWF19L1,42.57,protein_coding,CWF19L1-204
CWF19L2,CWF19L2,36.3,protein_coding,CWF19L2-201
CX3CL1,CX3CL1,53.75,protein_coding,CX3CL1-201
CXADR,CXADR,39.97,protein_coding,CXADR-201
CXCL14,CXCL14,52.05,protein_coding,CXCL14-202
CXCL16,CXCL16,51.52,protein_coding,CXCL16-201
CXorf21,CXorf21,39.28,protein_coding,CXorf21-201
CXorf38,CXorf38,45.21,protein_coding,CXorf38-203
CXorf40A,CXorf40A,52.53,protein_coding,CXorf40A-207
CXorf40B,CXorf40B,52.1,protein_coding,CXorf40B-205
CXorf56,CXorf56,44.29,protein_coding,CXorf56-201
CXXC5,CXXC5,58.2,protein_coding,CXXC5-202
CYB561,CYB561,57.39,protein_coding,CYB561-202
CYB561A3,CYB561A3,52.14,protein_coding,CYB561A3-201
CYB5A,CYB5A,44.27,protein_coding,CYB5A-202
CYB5B,CYB5B,39.78,protein_coding,CYB5B-202
CYB5D2,CYB5D2,49.97,protein_coding,CYB5D2-205
CYB5R1,CYB5R1,50.27,protein_coding,CYB5R1-201
CYB5R2,CYB5R2,49.61,protein_coding,CYB5R2-204
CYB5R3,CYB5R3,55.85,protein_coding,CYB5R3-201
CYB5R4,CYB5R4,37.45,protein_coding,CYB5R4-202
CYB5RL,CYB5RL,48.99,protein_coding,CYB5RL-201
CYBC1,CYBC1,60.41,protein_coding,CYBC1-201
CYBRD1,CYBRD1,41.27,protein_coding,CYBRD1-203
CYC1,CYC1,63.29,protein_coding,CYC1-201
CYCS,CYCS,43.01,protein_coding,CYCS-201
CYFIP1,CYFIP1,48.83,protein_coding,CYFIP1-208
CYFIP2,CYFIP2,44.29,protein_coding,CYFIP2-219
CYHR1,CYHR1,61.94,protein_coding,CYHR1-208
CYLD,CYLD,36.42,protein_coding,CYLD-215
CYP1A2,CYP1A2,51.89,protein_coding,CYP1A2-201
CYP20A1,CYP20A1,42.38,protein_coding,CYP20A1-201
CYP27C1,CYP27C1,46.11,protein_coding,CYP27C1-201
CYP2B6,CYP2B6,44.64,protein_coding,CYP2B6-201
CYP3A5,CYP3A5,40.47,protein_coding,CYP3A5-201
CYP46A1,CYP46A1,47.29,protein_coding,CYP46A1-204
CYP4B1,CYP4B1,43.78,protein_coding,CYP4B1-213
CYP4F11,CYP4F11,46.03,protein_coding,CYP4F11-201
CYP4F3,CYP4F3,45.74,protein_coding,CYP4F3-207
CYP4F8,CYP4F8,47.8,protein_coding,CYP4F8-211
CYP4V2,CYP4V2,42.07,protein_coding,CYP4V2-201
CYP51A1,CYP51A1,38.25,protein_coding,CYP51A1-201
CYREN,CYREN,40.03,protein_coding,CYREN-204
CYSLTR1,CYSLTR1,38.17,protein_coding,CYSLTR1-201
CYSTM1,CYSTM1,43.99,protein_coding,CYSTM1-201
CYTH1,CYTH1,45.26,protein_coding,CYTH1-203
CYTH2,CYTH2,58.18,protein_coding,CYTH2-204
CYTH4,CYTH4,55.44,protein_coding,CYTH4-207
CZIB,CZIB,46.99,protein_coding,CZIB-201
D2HGDH,D2HGDH,56.87,protein_coding,D2HGDH-203
DAAM1,DAAM1,39.75,protein_coding,DAAM1-209
DACT3,DACT3,54.78,protein_coding,DACT3-201
DAD1,DAD1,41.9,protein_coding,DAD1-201
DAG1,DAG1,47.51,protein_coding,DAG1-214
DAGLB,DAGLB,48.19,protein_coding,DAGLB-206
DALRD3,DALRD3,60.06,protein_coding,DALRD3-210
DAND5,DAND5,52.32,protein_coding,DAND5-202
DAP,DAP,46.31,protein_coding,DAP-201
DAP3,DAP3,44.89,protein_coding,DAP3-204
DAPK2,DAPK2,46.89,protein_coding,DAPK2-208
DAPK3,DAPK3,58.44,protein_coding,DAPK3-202
DAPP1,DAPP1,38.7,protein_coding,DAPP1-201
DARS,DARS,36.99,protein_coding,DARS-201
DARS2,DARS2,40.57,protein_coding,DARS2-209
DAXX,DAXX,51.33,protein_coding,DAXX-226
DAZAP1,DAZAP1,58.75,protein_coding,DAZAP1-202
DAZAP2,DAZAP2,46.75,protein_coding,DAZAP2-201
DBF4,DBF4,36.72,protein_coding,DBF4-202
DBF4B,DBF4B,47.89,protein_coding,DBF4B-202
DBI,DBI,50.37,protein_coding,DBI-202
DBN1,DBN1,59.54,protein_coding,DBN1-202
DBNDD1,DBNDD1,59.39,protein_coding,DBNDD1-202
DBNL,DBNL,53.2,protein_coding,DBNL-210
DBP,DBP,58.35,protein_coding,DBP-201
DBR1,DBR1,39.43,protein_coding,DBR1-201
DBT,DBT,39.15,protein_coding,DBT-202
DCAF10,DCAF10,38.55,protein_coding,DCAF10-202
DCAF11,DCAF11,50.99,protein_coding,DCAF11-216
DCAF12,DCAF12,45.99,protein_coding,DCAF12-201
DCAF13,DCAF13,37.09,protein_coding,DCAF13-201
DCAF16,DCAF16,39.37,protein_coding,DCAF16-201
DCAF4,DCAF4,48.93,protein_coding,DCAF4-202
DCAF5,DCAF5,40.67,protein_coding,DCAF5-201
DCAF6,DCAF6,35.91,protein_coding,DCAF6-205
DCAF7,DCAF7,43.95,protein_coding,DCAF7-205
DCAF8,DCAF8,42.25,protein_coding,DCAF8-202
DCAKD,DCAKD,51.25,protein_coding,DCAKD-203
DCBLD1,DCBLD1,39.51,protein_coding,DCBLD1-208
DCBLD2,DCBLD2,38.59,protein_coding,DCBLD2-201
DCDC1,DCDC1,36.55,protein_coding,DCDC1-206
DCHS2,DCHS2,37.99,protein_coding,DCHS2-202
DCLK1,DCLK1,40.16,protein_coding,DCLK1-202
DCLRE1C,DCLRE1C,41.86,protein_coding,DCLRE1C-210
DCN,DCN,34.9,protein_coding,DCN-201
DCP1A,DCP1A,41.18,protein_coding,DCP1A-206
DCP2,DCP2,37.78,protein_coding,DCP2-208
DCTN1,DCTN1,49.96,protein_coding,DCTN1-201
DCTN2,DCTN2,48.08,protein_coding,DCTN2-209
DCTN3,DCTN3,49.85,protein_coding,DCTN3-208
DCTN4,DCTN4,38.73,protein_coding,DCTN4-203
DCTN5,DCTN5,42.88,protein_coding,DCTN5-201
DCTN6,DCTN6,41.55,protein_coding,DCTN6-201
DCTPP1,DCTPP1,53.2,protein_coding,DCTPP1-201
DCUN1D1,DCUN1D1,39.56,protein_coding,DCUN1D1-201
DCUN1D2,DCUN1D2,44.89,protein_coding,DCUN1D2-202
DCUN1D3,DCUN1D3,43.1,protein_coding,DCUN1D3-201
DCUN1D4,DCUN1D4,40.07,protein_coding,DCUN1D4-216
DCUN1D5,DCUN1D5,35.6,protein_coding,DCUN1D5-203
DCX,DCX,39.48,protein_coding,DCX-207
DCXR,DCXR,62,protein_coding,DCXR-203
DDA1,DDA1,56.16,protein_coding,DDA1-202
DDAH1,DDAH1,39.19,protein_coding,DDAH1-204
DDAH2,DDAH2,59.86,protein_coding,DDAH2-216
DDB1,DDB1,47.67,protein_coding,DDB1-201
DDB2,DDB2,47.15,protein_coding,DDB2-216
DDHD1,DDHD1,38.26,protein_coding,DDHD1-203
DDHD2,DDHD2,42.25,protein_coding,DDHD2-212
DDI2,DDI2,42.42,protein_coding,DDI2-202
DDIT3,DDIT3,51.55,protein_coding,DDIT3-202
DDIT4,DDIT4,58.64,protein_coding,DDIT4-201
DDOST,DDOST,50.61,protein_coding,DDOST-206
DDR1,DDR1,56.61,protein_coding,DDR1-334
DDRGK1,DDRGK1,54.35,protein_coding,DDRGK1-204
DDX1,DDX1,39.49,protein_coding,DDX1-202
DDX10,DDX10,37.41,protein_coding,DDX10-201
DDX11,DDX11,52.26,protein_coding,DDX11-223
DDX17,DDX17,43.03,protein_coding,DDX17-202
DDX18,DDX18,39.2,protein_coding,DDX18-201
DDX19A,DDX19A,47.09,protein_coding,DDX19A-201
DDX19B,DDX19B,45.56,protein_coding,DDX19B-209
DDX21,DDX21,41.14,protein_coding,DDX21-201
DDX23,DDX23,49.65,protein_coding,DDX23-201
DDX24,DDX24,42.84,protein_coding,DDX24-221
DDX25,DDX25,44.92,protein_coding,DDX25-210
DDX27,DDX27,49.05,protein_coding,DDX27-201
DDX39A,DDX39A,55.55,protein_coding,DDX39A-206
DDX39B,DDX39B,47.35,protein_coding,DDX39B-238
DDX3X,DDX3X,42.76,protein_coding,DDX3X-244
DDX41,DDX41,59.13,protein_coding,DDX41-201
DDX42,DDX42,42,protein_coding,DDX42-212
DDX46,DDX46,42.1,protein_coding,DDX46-207
DDX47,DDX47,40.84,protein_coding,DDX47-206
DDX49,DDX49,57.09,protein_coding,DDX49-201
DDX5,DDX5,43.85,protein_coding,DDX5-203
DDX50,DDX50,40.32,protein_coding,DDX50-201
DDX51,DDX51,60.46,protein_coding,DDX51-202
DDX52,DDX52,39.55,protein_coding,DDX52-212
DDX55,DDX55,45.84,protein_coding,DDX55-209
DDX56,DDX56,53.74,protein_coding,DDX56-201
DDX58,DDX58,39.59,protein_coding,DDX58-201
DDX59,DDX59,41.97,protein_coding,DDX59-206
DDX6,DDX6,41.56,protein_coding,DDX6-206
DDX60L,DDX60L,38.14,protein_coding,DDX60L-208
DEAF1,DEAF1,53.21,protein_coding,DEAF1-207
DEC1,DEC1,40.81,lncRNA,DEC1-207
DECR1,DECR1,38.07,protein_coding,DECR1-208
DECR2,DECR2,56.95,protein_coding,DECR2-218
DEDD,DEDD,46.36,protein_coding,DEDD-206
DEDD2,DEDD2,52.69,protein_coding,DEDD2-201
DEF8,DEF8,57.08,protein_coding,DEF8-210
DEGS1,DEGS1,46.06,protein_coding,DEGS1-203
DEGS2,DEGS2,60.22,protein_coding,DEGS2-201
DEK,DEK,39.15,protein_coding,DEK-212
DENND1A,DENND1A,42.52,protein_coding,DENND1A-206
DENND1B,DENND1B,34.32,protein_coding,DENND1B-211
DENND2A,DENND2A,47.56,protein_coding,DENND2A-201
DENND2C,DENND2C,39.41,protein_coding,DENND2C-202
DENND3,DENND3,51.59,protein_coding,DENND3-210
DENND4A,DENND4A,37.31,protein_coding,DENND4A-203
DENND4C,DENND4C,38.75,protein_coding,DENND4C-205
DENND5A,DENND5A,43,protein_coding,DENND5A-201
DENND5B,DENND5B,40.95,protein_coding,DENND5B-202
DENND6A,DENND6A,39.72,protein_coding,DENND6A-201
DENR,DENR,42.06,protein_coding,DENR-201
DEPDC5,DEPDC5,45.28,protein_coding,DEPDC5-221
DEPP1,DEPP1,57.21,protein_coding,DEPP1-203
DERA,DERA,39.11,protein_coding,DERA-201
DERL1,DERL1,41.15,protein_coding,DERL1-201
DERL2,DERL2,41.38,protein_coding,DERL2-201
DESI1,DESI1,46.9,protein_coding,DESI1-201
DESI2,DESI2,40.31,protein_coding,DESI2-202
DET1,DET1,43.27,protein_coding,DET1-204
DFFA,DFFA,48.53,protein_coding,DFFA-202
DFFB,DFFB,51.66,protein_coding,DFFB-205
DGAT1,DGAT1,63.02,protein_coding,DGAT1-206
DGAT2,DGAT2,52.02,protein_coding,DGAT2-203
DGCR6L,DGCR6L,57.69,protein_coding,DGCR6L-201
DGCR8,DGCR8,52.21,protein_coding,DGCR8-201
DGKA,DGKA,48.71,protein_coding,DGKA-205
DGKB,DGKB,35.02,protein_coding,DGKB-203
DGKD,DGKD,47.76,protein_coding,DGKD-201
DGKE,DGKE,38.37,protein_coding,DGKE-201
DGKH,DGKH,38.24,protein_coding,DGKH-202
DGKZ,DGKZ,56.98,protein_coding,DGKZ-202
DGLUCY,DGLUCY,46.93,protein_coding,DGLUCY-221
DGUOK,DGUOK,42.81,protein_coding,DGUOK-201
DHCR24,DHCR24,47.67,protein_coding,DHCR24-201
DHCR7,DHCR7,51.71,protein_coding,DHCR7-212
DHDDS,DHDDS,45.46,protein_coding,DHDDS-209
DHFR,DHFR,41.24,protein_coding,DHFR-201
DHFR2,DHFR2,35.09,protein_coding,DHFR2-204
DHODH,DHODH,50.04,protein_coding,DHODH-205
DHPS,DHPS,54.72,protein_coding,DHPS-214
DHRS1,DHRS1,47.91,protein_coding,DHRS1-205
DHRS11,DHRS11,54.25,protein_coding,DHRS11-215
DHRS7,DHRS7,39.65,protein_coding,DHRS7-201
DHRS7B,DHRS7B,44.22,protein_coding,DHRS7B-209
DHRS9,DHRS9,39.63,protein_coding,DHRS9-208
DHRSX,DHRSX,47.11,protein_coding,DHRSX-201
DHTKD1,DHTKD1,46.22,protein_coding,DHTKD1-201
DHX15,DHX15,37.26,protein_coding,DHX15-206
DHX29,DHX29,37.07,protein_coding,DHX29-201
DHX30,DHX30,50.03,protein_coding,DHX30-211
DHX32,DHX32,41.45,protein_coding,DHX32-202
DHX33,DHX33,45.78,protein_coding,DHX33-201
DHX35,DHX35,41.33,protein_coding,DHX35-203
DHX36,DHX36,34.84,protein_coding,DHX36-218
DHX38,DHX38,51.48,protein_coding,DHX38-201
DHX40,DHX40,39.62,protein_coding,DHX40-201
DHX57,DHX57,41.54,protein_coding,DHX57-203
DHX8,DHX8,47.76,protein_coding,DHX8-207
DHX9,DHX9,38.22,protein_coding,DHX9-201
DIAPH1,DIAPH1,41.24,protein_coding,DIAPH1-208
DICER1,DICER1,38,protein_coding,DICER1-201
DIDO1,DIDO1,49.19,protein_coding,DIDO1-207
DIMT1,DIMT1,37.8,protein_coding,DIMT1-206
DIP2A,DIP2A,44.88,protein_coding,DIP2A-213
DIP2B,DIP2B,41.84,protein_coding,DIP2B-204
DIPK2A,DIPK2A,37.13,protein_coding,DIPK2A-201
DIPK2B,DIPK2B,44.23,protein_coding,DIPK2B-202
DIS3,DIS3,36.46,protein_coding,DIS3-201
DIS3L,DIS3L,42.92,protein_coding,DIS3L-201
DIS3L2,DIS3L2,42.48,protein_coding,DIS3L2-201
DISC1,DISC1,42.18,protein_coding,DISC1-202
DISP2,DISP2,53.06,protein_coding,DISP2-201
DIXDC1,DIXDC1,43.29,protein_coding,DIXDC1-205
DKC1,DKC1,45.62,protein_coding,DKC1-201
DLD,DLD,36.56,protein_coding,DLD-201
DLEC1,DLEC1,48.5,protein_coding,DLEC1-203
DLG1,DLG1,36.59,protein_coding,DLG1-201
DLG3,DLG3,46.89,protein_coding,DLG3-201
DLG5,DLG5,50,protein_coding,DLG5-215
DLGAP1,DLGAP1,39.67,protein_coding,DLGAP1-209
DLGAP4,DLGAP4,51.09,protein_coding,DLGAP4-204
DLST,DLST,44.92,protein_coding,DLST-213
DMAC1,DMAC1,38.15,protein_coding,DMAC1-201
DMAC2,DMAC2,51.01,protein_coding,DMAC2-204
DMAC2L,DMAC2L,40.65,protein_coding,DMAC2L-204
DMAP1,DMAP1,52.33,protein_coding,DMAP1-202
DMC1,DMC1,42.02,protein_coding,DMC1-201
DMD,DMD,36.42,protein_coding,DMD-225
DMKN,DMKN,54.04,protein_coding,DMKN-238
DMPK,DMPK,59.04,protein_coding,DMPK-201
DMTF1,DMTF1,35.84,protein_coding,DMTF1-201
DMWD,DMWD,57.64,protein_coding,DMWD-202
DMXL1,DMXL1,37.58,protein_coding,DMXL1-208
DMXL2,DMXL2,36.95,protein_coding,DMXL2-201
DNAAF1,DNAAF1,47.35,protein_coding,DNAAF1-209
DNAAF4,DNAAF4,42.67,protein_coding,DNAAF4-207
DNAAF5,DNAAF5,53.29,protein_coding,DNAAF5-201
DNAH11,DNAH11,38.74,protein_coding,DNAH11-202
DNAH14,DNAH14,37.4,protein_coding,DNAH14-211
DNAH2,DNAH2,48.43,protein_coding,DNAH2-203
DNAH3,DNAH3,44.03,protein_coding,DNAH3-201
DNAH7,DNAH7,37.11,protein_coding,DNAH7-202
DNAJA1,DNAJA1,41.08,protein_coding,DNAJA1-201
DNAJA2,DNAJA2,42.53,protein_coding,DNAJA2-201
DNAJA3,DNAJA3,49.02,protein_coding,DNAJA3-215
DNAJA4,DNAJA4,47.08,protein_coding,DNAJA4-203
DNAJB1,DNAJB1,52.01,protein_coding,DNAJB1-201
DNAJB11,DNAJB11,40.07,protein_coding,DNAJB11-202
DNAJB12,DNAJB12,53.01,protein_coding,DNAJB12-203
DNAJB13,DNAJB13,50.45,protein_coding,DNAJB13-201
DNAJB14,DNAJB14,34.7,protein_coding,DNAJB14-205
DNAJB4,DNAJB4,37.07,protein_coding,DNAJB4-206
DNAJB6,DNAJB6,48.15,protein_coding,DNAJB6-208
DNAJB7,DNAJB7,36.73,protein_coding,DNAJB7-201
DNAJB9,DNAJB9,37.18,protein_coding,DNAJB9-201
DNAJC1,DNAJC1,37.73,protein_coding,DNAJC1-202
DNAJC10,DNAJC10,36.39,protein_coding,DNAJC10-212
DNAJC13,DNAJC13,36.8,protein_coding,DNAJC13-201
DNAJC14,DNAJC14,49.07,protein_coding,DNAJC14-203
DNAJC15,DNAJC15,38.12,protein_coding,DNAJC15-202
DNAJC16,DNAJC16,44.67,protein_coding,DNAJC16-201
DNAJC17,DNAJC17,50.2,protein_coding,DNAJC17-201
DNAJC18,DNAJC18,44.33,protein_coding,DNAJC18-211
DNAJC19,DNAJC19,39.17,protein_coding,DNAJC19-201
DNAJC2,DNAJC2,40.48,protein_coding,DNAJC2-201
DNAJC21,DNAJC21,39.29,protein_coding,DNAJC21-211
DNAJC22,DNAJC22,46.84,protein_coding,DNAJC22-202
DNAJC24,DNAJC24,36.51,protein_coding,DNAJC24-207
DNAJC28,DNAJC28,44.59,protein_coding,DNAJC28-206
DNAJC3,DNAJC3,39.79,protein_coding,DNAJC3-202
DNAJC5,DNAJC5,51.41,protein_coding,DNAJC5-201
DNAJC7,DNAJC7,45.79,protein_coding,DNAJC7-203
DNAJC8,DNAJC8,43.16,protein_coding,DNAJC8-206
DNAJC9,DNAJC9,40,protein_coding,DNAJC9-203
DNAL1,DNAL1,40.53,protein_coding,DNAL1-203
DNASE1,DNASE1,49.35,protein_coding,DNASE1-207
DNASE1L3,DNASE1L3,46.13,protein_coding,DNASE1L3-207
DNASE2,DNASE2,52.62,protein_coding,DNASE2-201
DNM1,DNM1,54.26,protein_coding,DNM1-217
DNM1L,DNM1L,38.21,protein_coding,DNM1L-207
DNM2,DNM2,53.07,protein_coding,DNM2-205
DNMBP,DNMBP,43.71,protein_coding,DNMBP-203
DNMT1,DNMT1,50.43,protein_coding,DNMT1-206
DNMT3A,DNMT3A,53.43,protein_coding,DNMT3A-201
DNPEP,DNPEP,48.78,protein_coding,DNPEP-217
DNTTIP1,DNTTIP1,45.98,protein_coding,DNTTIP1-201
DNTTIP2,DNTTIP2,39.28,protein_coding,DNTTIP2-202
DOC2A,DOC2A,55.15,protein_coding,DOC2A-201
DOC2B,DOC2B,56.45,protein_coding,DOC2B-203
DOCK1,DOCK1,45.16,protein_coding,DOCK1-201
DOCK10,DOCK10,39.37,protein_coding,DOCK10-202
DOCK5,DOCK5,42.37,protein_coding,DOCK5-202
DOCK6,DOCK6,53.79,protein_coding,DOCK6-205
DOCK7,DOCK7,36.07,protein_coding,DOCK7-212
DOCK8,DOCK8,41.5,protein_coding,DOCK8-208
DOCK8-AS1,DOCK8-AS1,50.49,lncRNA,DOCK8-AS1-202
DOCK9,DOCK9,41.78,protein_coding,DOCK9-208
DONSON,DONSON,37.85,protein_coding,DONSON-206
DOP1A,DOP1A,35.96,protein_coding,DOP1A-202
DOP1B,DOP1B,47.09,protein_coding,DOP1B-201
DOT1L,DOT1L,59.52,protein_coding,DOT1L-201
DPAGT1,DPAGT1,50.74,protein_coding,DPAGT1-203
DPCD,DPCD,50.18,protein_coding,DPCD-204
DPF1,DPF1,57.15,protein_coding,DPF1-206
DPF2,DPF2,48.46,protein_coding,DPF2-205
DPH1,DPH1,56.54,protein_coding,DPH1-201
DPH3,DPH3,40.33,protein_coding,DPH3-204
DPH5,DPH5,37.71,protein_coding,DPH5-202
DPH6,DPH6,36.45,protein_coding,DPH6-207
DPM1,DPM1,39.85,protein_coding,DPM1-203
DPM2,DPM2,56.79,protein_coding,DPM2-205
DPM3,DPM3,60.71,protein_coding,DPM3-202
DPP3,DPP3,52.26,protein_coding,DPP3-209
DPP6,DPP6,43.87,protein_coding,DPP6-203
DPP8,DPP8,40.97,protein_coding,DPP8-203
DPP9,DPP9,56.68,protein_coding,DPP9-201
DPPA4,DPPA4,43.85,protein_coding,DPPA4-201
DPY19L3,DPY19L3,40.45,protein_coding,DPY19L3-206
DPY19L4,DPY19L4,40.06,protein_coding,DPY19L4-206
DPY30,DPY30,39,protein_coding,DPY30-206
DPYD,DPYD,35.1,protein_coding,DPYD-202
DPYSL2,DPYSL2,44.97,protein_coding,DPYSL2-205
DPYSL5,DPYSL5,46.42,protein_coding,DPYSL5-205
DR1,DR1,36.44,protein_coding,DR1-202
DRAM1,DRAM1,41.4,protein_coding,DRAM1-201
DRAM2,DRAM2,37.94,protein_coding,DRAM2-201
DRAP1,DRAP1,65.33,protein_coding,DRAP1-201
DRAXIN,DRAXIN,53.41,protein_coding,DRAXIN-201
DRC3,DRC3,50.24,protein_coding,DRC3-213
DRG1,DRG1,44.4,protein_coding,DRG1-201
DROSHA,DROSHA,39.75,protein_coding,DROSHA-212
DSC2,DSC2,37.1,protein_coding,DSC2-202
DSE,DSE,38.2,protein_coding,DSE-203
DSEL,DSEL,40.56,protein_coding,DSEL-201
DSG2,DSG2,39.17,protein_coding,DSG2-201
DSG3,DSG3,37.48,protein_coding,DSG3-201
DSN1,DSN1,44.84,protein_coding,DSN1-202
DSP,DSP,42.3,protein_coding,DSP-201
DST,DST,38.07,protein_coding,DST-201
DSTN,DSTN,39.41,protein_coding,DSTN-201
DSTYK,DSTYK,43.6,protein_coding,DSTYK-201
DTD1,DTD1,43.11,protein_coding,DTD1-201
DTD2,DTD2,38.5,protein_coding,DTD2-201
DTNA,DTNA,37.99,protein_coding,DTNA-226
DTNB,DTNB,41.46,protein_coding,DTNB-205
DTWD1,DTWD1,36.26,protein_coding,DTWD1-202
DTWD2,DTWD2,37.76,protein_coding,DTWD2-201
DTX2,DTX2,61.85,protein_coding,DTX2-230
